query_id,query,query_answer,rank,engine,document_id,dataset_index,source,score,score_type,document_preview
query-005,44 21 4 คือจำนวนเกมที่ผลิตโดยใคร?,บริษัท ซีวีดีอี โปรดักชั่น จำกัด,4,FAISS,doc-09143,3953,iapp_wiki_qa_squad,0.6845080852508545,similarity,44 21 4 เกม เป็นรายการเกมโชว์ด้านภาษาไทยผลิตโดยบริษัท ซีวีดีอี โปรดักชั่น จำกัด ร่วมกับบริษัท มายด์แอทเวิร์ค จำกัด ออกอากาศครั้งแรกเมื่อวันเสาร์ที่ 2 กุมภาพันธ์
query-005,44 21 4 คือจำนวนเกมที่ผลิตโดยใคร?,บริษัท ซีวีดีอี โปรดักชั่น จำกัด,5,FAISS,doc-06863,1673,iapp_wiki_qa_squad,0.4707767069339752,similarity,เกมล่าเกม (อังกฤษ: The Hunger Games) เป็นภาพยนตร์อเมริกัน ค.ศ. 2012 แนวแอ็คชั่นดราม่ารูปแบบนิยายวิทยาศาสตร์ว่าด้วยเรื่องราวอันโหดร้าย กำกับโดย แกรี รอสส์ ซึ่งอิ
query-005,44 21 4 คือจำนวนเกมที่ผลิตโดยใคร?,บริษัท ซีวีดีอี โปรดักชั่น จำกัด,1,ChromaDB,doc-09143,3953,iapp_wiki_qa_squad,0.3154922127723694,distance,44 21 4 เกม เป็นรายการเกมโชว์ด้านภาษาไทยผลิตโดยบริษัท ซีวีดีอี โปรดักชั่น จำกัด ร่วมกับบริษัท มายด์แอทเวิร์ค จำกัด ออกอากาศครั้งแรกเมื่อวันเสาร์ที่ 2 กุมภาพันธ์
query-005,44 21 4 คือจำนวนเกมที่ผลิตโดยใคร?,บริษัท ซีวีดีอี โปรดักชั่น จำกัด,2,ChromaDB,doc-09144,3954,iapp_wiki_qa_squad,0.3154922127723694,distance,44 21 4 เกม เป็นรายการเกมโชว์ด้านภาษาไทยผลิตโดยบริษัท ซีวีดีอี โปรดักชั่น จำกัด ร่วมกับบริษัท มายด์แอทเวิร์ค จำกัด ออกอากาศครั้งแรกเมื่อวันเสาร์ที่ 2 กุมภาพันธ์
query-005,44 21 4 คือจำนวนเกมที่ผลิตโดยใคร?,บริษัท ซีวีดีอี โปรดักชั่น จำกัด,3,ChromaDB,doc-09145,3955,iapp_wiki_qa_squad,0.3154922127723694,distance,44 21 4 เกม เป็นรายการเกมโชว์ด้านภาษาไทยผลิตโดยบริษัท ซีวีดีอี โปรดักชั่น จำกัด ร่วมกับบริษัท มายด์แอทเวิร์ค จำกัด ออกอากาศครั้งแรกเมื่อวันเสาร์ที่ 2 กุมภาพันธ์
query-005,44 21 4 คือจำนวนเกมที่ผลิตโดยใคร?,บริษัท ซีวีดีอี โปรดักชั่น จำกัด,4,ChromaDB,doc-09146,3956,iapp_wiki_qa_squad,0.3154922127723694,distance,44 21 4 เกม เป็นรายการเกมโชว์ด้านภาษาไทยผลิตโดยบริษัท ซีวีดีอี โปรดักชั่น จำกัด ร่วมกับบริษัท มายด์แอทเวิร์ค จำกัด ออกอากาศครั้งแรกเมื่อวันเสาร์ที่ 2 กุมภาพันธ์
query-005,44 21 4 คือจำนวนเกมที่ผลิตโดยใคร?,บริษัท ซีวีดีอี โปรดักชั่น จำกัด,5,ChromaDB,doc-06749,1559,iapp_wiki_qa_squad,0.5292234420776367,distance,เกมล่าเกม (อังกฤษ: The Hunger Games) เป็นภาพยนตร์อเมริกัน ค.ศ. 2012 แนวแอ็คชั่นดราม่ารูปแบบนิยายวิทยาศาสตร์ว่าด้วยเรื่องราวอันโหดร้าย กำกับโดย แกรี รอสส์ ซึ่งอิ
query-006,"102: ภูมิภาค กรุ๊ป ภาระ, สืบสวน, และ ผูกพัน.",แอ็คชั่น,1,FAISS,doc-00137,137,xquad,0.48288875818252563,similarity,ทฤษฎีความซับซ้อนในการคำนวณ คือสาขาหนึ่งของทฤษฎีการคำนวณในวิทยาการคอมพิวเตอร์เชิงทฤษฎี ซึ่งมุ่งเน้นไปที่การจัดหมวดหมู่ โจทย์ปัญหาในการคำนวณ ตามคุณสมบัติความยาก แ
query-006,"102: ภูมิภาค กรุ๊ป ภาระ, สืบสวน, และ ผูกพัน.",แอ็คชั่น,2,FAISS,doc-00136,136,xquad,0.48288875818252563,similarity,ทฤษฎีความซับซ้อนในการคำนวณ คือสาขาหนึ่งของทฤษฎีการคำนวณในวิทยาการคอมพิวเตอร์เชิงทฤษฎี ซึ่งมุ่งเน้นไปที่การจัดหมวดหมู่ โจทย์ปัญหาในการคำนวณ ตามคุณสมบัติความยาก แ
query-006,"102: ภูมิภาค กรุ๊ป ภาระ, สืบสวน, และ ผูกพัน.",แอ็คชั่น,3,FAISS,doc-00135,135,xquad,0.48288875818252563,similarity,ทฤษฎีความซับซ้อนในการคำนวณ คือสาขาหนึ่งของทฤษฎีการคำนวณในวิทยาการคอมพิวเตอร์เชิงทฤษฎี ซึ่งมุ่งเน้นไปที่การจัดหมวดหมู่ โจทย์ปัญหาในการคำนวณ ตามคุณสมบัติความยาก แ
query-006,"102: ภูมิภาค กรุ๊ป ภาระ, สืบสวน, และ ผูกพัน.",แอ็คชั่น,4,FAISS,doc-00150,150,xquad,0.4827975332736969,similarity,หมวดหมู่ของความซับซ้อนหลายหมวดหมู่ เป็นที่สงสัยว่าไม่เท่ากัน แต่ก็ยังไม่ได้รับการพิสูจน์ ตัวอย่างเช่น P ⊆ NP ⊆ PP ⊆ PSPACE แต่ก็เป็นไปได้ว่า P = PSPACE ถ้า P ไม
query-006,"102: ภูมิภาค กรุ๊ป ภาระ, สืบสวน, และ ผูกพัน.",แอ็คชั่น,5,FAISS,doc-00149,149,xquad,0.4827975332736969,similarity,หมวดหมู่ของความซับซ้อนหลายหมวดหมู่ เป็นที่สงสัยว่าไม่เท่ากัน แต่ก็ยังไม่ได้รับการพิสูจน์ ตัวอย่างเช่น P ⊆ NP ⊆ PP ⊆ PSPACE แต่ก็เป็นไปได้ว่า P = PSPACE ถ้า P ไม
query-006,"102: ภูมิภาค กรุ๊ป ภาระ, สืบสวน, และ ผูกพัน.",แอ็คชั่น,1,ChromaDB,doc-00135,135,xquad,0.5171113014221191,distance,ทฤษฎีความซับซ้อนในการคำนวณ คือสาขาหนึ่งของทฤษฎีการคำนวณในวิทยาการคอมพิวเตอร์เชิงทฤษฎี ซึ่งมุ่งเน้นไปที่การจัดหมวดหมู่ โจทย์ปัญหาในการคำนวณ ตามคุณสมบัติความยาก แ
query-006,"102: ภูมิภาค กรุ๊ป ภาระ, สืบสวน, และ ผูกพัน.",แอ็คชั่น,2,ChromaDB,doc-00136,136,xquad,0.5171113014221191,distance,ทฤษฎีความซับซ้อนในการคำนวณ คือสาขาหนึ่งของทฤษฎีการคำนวณในวิทยาการคอมพิวเตอร์เชิงทฤษฎี ซึ่งมุ่งเน้นไปที่การจัดหมวดหมู่ โจทย์ปัญหาในการคำนวณ ตามคุณสมบัติความยาก แ
query-006,"102: ภูมิภาค กรุ๊ป ภาระ, สืบสวน, และ ผูกพัน.",แอ็คชั่น,3,ChromaDB,doc-00137,137,xquad,0.5171113014221191,distance,ทฤษฎีความซับซ้อนในการคำนวณ คือสาขาหนึ่งของทฤษฎีการคำนวณในวิทยาการคอมพิวเตอร์เชิงทฤษฎี ซึ่งมุ่งเน้นไปที่การจัดหมวดหมู่ โจทย์ปัญหาในการคำนวณ ตามคุณสมบัติความยาก แ
query-006,"102: ภูมิภาค กรุ๊ป ภาระ, สืบสวน, และ ผูกพัน.",แอ็คชั่น,4,ChromaDB,doc-00149,149,xquad,0.5172021985054016,distance,หมวดหมู่ของความซับซ้อนหลายหมวดหมู่ เป็นที่สงสัยว่าไม่เท่ากัน แต่ก็ยังไม่ได้รับการพิสูจน์ ตัวอย่างเช่น P ⊆ NP ⊆ PP ⊆ PSPACE แต่ก็เป็นไปได้ว่า P = PSPACE ถ้า P ไม
query-006,"102: ภูมิภาค กรุ๊ป ภาระ, สืบสวน, และ ผูกพัน.",แอ็คชั่น,5,ChromaDB,doc-00150,150,xquad,0.5172021985054016,distance,หมวดหมู่ของความซับซ้อนหลายหมวดหมู่ เป็นที่สงสัยว่าไม่เท่ากัน แต่ก็ยังไม่ได้รับการพิสูจน์ ตัวอย่างเช่น P ⊆ NP ⊆ PP ⊆ PSPACE แต่ก็เป็นไปได้ว่า P = PSPACE ถ้า P ไม
query-007,ใครคือนายวุฒิสมาชิกของนิวยอร์ก?,อเล็กซานเดรีย โอคาซีโอ-คอร์เทซ,1,FAISS,doc-05147,3957,thaiqa_squad,0.5489746332168579,similarity,"นิวต์ กิงริช นิวตัน ลีรอย ""นิวต์"" กิงริช () มีชื่อเมื่อเกิดว่า นิวตัน ลีรอย แมคเฟียร์สัน (, เกิด 17 มิถุนายน พ.ศ. 2486) เป็นนักการเมือง นักประพันธ์และที่ปรึกษาก"
query-007,ใครคือนายวุฒิสมาชิกของนิวยอร์ก?,อเล็กซานเดรีย โอคาซีโอ-คอร์เทซ,2,FAISS,doc-06892,1702,iapp_wiki_qa_squad,0.5450169444084167,similarity,แอดดิสัน มิตเชลล์ แมคคอนเนลล์ จูเนียร์ (อังกฤษ: Addison Mitchell McConnell Jr.; เกิดเมื่อวันที่ 20 กุมภาพันธ์ พ.ศ. 2485) เป็นนักการเมืองชาวอเมริกันที่ทำหน้าที่เ
query-007,ใครคือนายวุฒิสมาชิกของนิวยอร์ก?,อเล็กซานเดรีย โอคาซีโอ-คอร์เทซ,3,FAISS,doc-06891,1701,iapp_wiki_qa_squad,0.5450169444084167,similarity,แอดดิสัน มิตเชลล์ แมคคอนเนลล์ จูเนียร์ (อังกฤษ: Addison Mitchell McConnell Jr.; เกิดเมื่อวันที่ 20 กุมภาพันธ์ พ.ศ. 2485) เป็นนักการเมืองชาวอเมริกันที่ทำหน้าที่เ
query-007,ใครคือนายวุฒิสมาชิกของนิวยอร์ก?,อเล็กซานเดรีย โอคาซีโอ-คอร์เทซ,4,FAISS,doc-06890,1700,iapp_wiki_qa_squad,0.5450169444084167,similarity,แอดดิสัน มิตเชลล์ แมคคอนเนลล์ จูเนียร์ (อังกฤษ: Addison Mitchell McConnell Jr.; เกิดเมื่อวันที่ 20 กุมภาพันธ์ พ.ศ. 2485) เป็นนักการเมืองชาวอเมริกันที่ทำหน้าที่เ
query-007,ใครคือนายวุฒิสมาชิกของนิวยอร์ก?,อเล็กซานเดรีย โอคาซีโอ-คอร์เทซ,5,FAISS,doc-06889,1699,iapp_wiki_qa_squad,0.5450169444084167,similarity,แอดดิสัน มิตเชลล์ แมคคอนเนลล์ จูเนียร์ (อังกฤษ: Addison Mitchell McConnell Jr.; เกิดเมื่อวันที่ 20 กุมภาพันธ์ พ.ศ. 2485) เป็นนักการเมืองชาวอเมริกันที่ทำหน้าที่เ
query-007,ใครคือนายวุฒิสมาชิกของนิวยอร์ก?,อเล็กซานเดรีย โอคาซีโอ-คอร์เทซ,1,ChromaDB,doc-05147,3957,thaiqa_squad,0.4510253071784973,distance,"นิวต์ กิงริช นิวตัน ลีรอย ""นิวต์"" กิงริช () มีชื่อเมื่อเกิดว่า นิวตัน ลีรอย แมคเฟียร์สัน (, เกิด 17 มิถุนายน พ.ศ. 2486) เป็นนักการเมือง นักประพันธ์และที่ปรึกษาก"
query-007,ใครคือนายวุฒิสมาชิกของนิวยอร์ก?,อเล็กซานเดรีย โอคาซีโอ-คอร์เทซ,2,ChromaDB,doc-06889,1699,iapp_wiki_qa_squad,0.4549827575683594,distance,แอดดิสัน มิตเชลล์ แมคคอนเนลล์ จูเนียร์ (อังกฤษ: Addison Mitchell McConnell Jr.; เกิดเมื่อวันที่ 20 กุมภาพันธ์ พ.ศ. 2485) เป็นนักการเมืองชาวอเมริกันที่ทำหน้าที่เ
query-007,ใครคือนายวุฒิสมาชิกของนิวยอร์ก?,อเล็กซานเดรีย โอคาซีโอ-คอร์เทซ,3,ChromaDB,doc-06890,1700,iapp_wiki_qa_squad,0.4549827575683594,distance,แอดดิสัน มิตเชลล์ แมคคอนเนลล์ จูเนียร์ (อังกฤษ: Addison Mitchell McConnell Jr.; เกิดเมื่อวันที่ 20 กุมภาพันธ์ พ.ศ. 2485) เป็นนักการเมืองชาวอเมริกันที่ทำหน้าที่เ
query-007,ใครคือนายวุฒิสมาชิกของนิวยอร์ก?,อเล็กซานเดรีย โอคาซีโอ-คอร์เทซ,4,ChromaDB,doc-06892,1702,iapp_wiki_qa_squad,0.4549827575683594,distance,แอดดิสัน มิตเชลล์ แมคคอนเนลล์ จูเนียร์ (อังกฤษ: Addison Mitchell McConnell Jr.; เกิดเมื่อวันที่ 20 กุมภาพันธ์ พ.ศ. 2485) เป็นนักการเมืองชาวอเมริกันที่ทำหน้าที่เ
query-007,ใครคือนายวุฒิสมาชิกของนิวยอร์ก?,อเล็กซานเดรีย โอคาซีโอ-คอร์เทซ,5,ChromaDB,doc-06893,1703,iapp_wiki_qa_squad,0.4549827575683594,distance,แอดดิสัน มิตเชลล์ แมคคอนเนลล์ จูเนียร์ (อังกฤษ: Addison Mitchell McConnell Jr.; เกิดเมื่อวันที่ 20 กุมภาพันธ์ พ.ศ. 2485) เป็นนักการเมืองชาวอเมริกันที่ทำหน้าที่เ
query-008,ตำบลนาวง ตั้งอยู่ในจังหวัดไหน?,จังหวัดตรัง,1,FAISS,doc-05698,508,iapp_wiki_qa_squad,0.681208610534668,similarity,ตำบลนาวง เป็นตำบลหนึ่งในจังหวัดตรัง เดิมเคยเป็นทุ่งนาที่ใช้เป็นสถานที่ฌาปนสถานเรียกว่า เปรวโคกแซะ ต่อมามีคณะกลุ่มบริษัทวัดมาจัดตั้งเป็นสำนักสงฆ์ขึ้นมาเรียกว่า ว
query-008,ตำบลนาวง ตั้งอยู่ในจังหวัดไหน?,จังหวัดตรัง,2,FAISS,doc-05697,507,iapp_wiki_qa_squad,0.681208610534668,similarity,ตำบลนาวง เป็นตำบลหนึ่งในจังหวัดตรัง เดิมเคยเป็นทุ่งนาที่ใช้เป็นสถานที่ฌาปนสถานเรียกว่า เปรวโคกแซะ ต่อมามีคณะกลุ่มบริษัทวัดมาจัดตั้งเป็นสำนักสงฆ์ขึ้นมาเรียกว่า ว
query-008,ตำบลนาวง ตั้งอยู่ในจังหวัดไหน?,จังหวัดตรัง,3,FAISS,doc-03662,2472,thaiqa_squad,0.5094506740570068,similarity,อำเภอนาแห้ว อำเภอนาแห้ว เป็นอำเภอหนึ่งของจังหวัดเลยที่ตั้งและอาณาเขต ที่ตั้งและอาณาเขต. อำเภอนาแห้วตั้งอยู่ทางทิศตะวันตกสุดของจังหวัด มีอาณาเขตติดต่อกับอำเภอข้า
query-008,ตำบลนาวง ตั้งอยู่ในจังหวัดไหน?,จังหวัดตรัง,4,FAISS,doc-09185,3995,iapp_wiki_qa_squad,0.5045520663261414,similarity,ที่หยุดรถไฟหนองมงคล (อังกฤษ: Nong Mongkhon Railway Station) ตั้งอยู่ที่หมู่ 7 บ้านหนองมงคล ตำบลธงชัย อำเภอบางสะพาน จังหวัดประจวบคีรีขันธ์ อยู่ห่างจากสถานีรถไฟธน
query-008,ตำบลนาวง ตั้งอยู่ในจังหวัดไหน?,จังหวัดตรัง,5,FAISS,doc-09184,3994,iapp_wiki_qa_squad,0.5045520663261414,similarity,ที่หยุดรถไฟหนองมงคล (อังกฤษ: Nong Mongkhon Railway Station) ตั้งอยู่ที่หมู่ 7 บ้านหนองมงคล ตำบลธงชัย อำเภอบางสะพาน จังหวัดประจวบคีรีขันธ์ อยู่ห่างจากสถานีรถไฟธน
query-008,ตำบลนาวง ตั้งอยู่ในจังหวัดไหน?,จังหวัดตรัง,1,ChromaDB,doc-05697,507,iapp_wiki_qa_squad,0.31879138946533203,distance,ตำบลนาวง เป็นตำบลหนึ่งในจังหวัดตรัง เดิมเคยเป็นทุ่งนาที่ใช้เป็นสถานที่ฌาปนสถานเรียกว่า เปรวโคกแซะ ต่อมามีคณะกลุ่มบริษัทวัดมาจัดตั้งเป็นสำนักสงฆ์ขึ้นมาเรียกว่า ว
query-008,ตำบลนาวง ตั้งอยู่ในจังหวัดไหน?,จังหวัดตรัง,2,ChromaDB,doc-05698,508,iapp_wiki_qa_squad,0.31879138946533203,distance,ตำบลนาวง เป็นตำบลหนึ่งในจังหวัดตรัง เดิมเคยเป็นทุ่งนาที่ใช้เป็นสถานที่ฌาปนสถานเรียกว่า เปรวโคกแซะ ต่อมามีคณะกลุ่มบริษัทวัดมาจัดตั้งเป็นสำนักสงฆ์ขึ้นมาเรียกว่า ว
query-008,ตำบลนาวง ตั้งอยู่ในจังหวัดไหน?,จังหวัดตรัง,3,ChromaDB,doc-03662,2472,thaiqa_squad,0.49054932594299316,distance,อำเภอนาแห้ว อำเภอนาแห้ว เป็นอำเภอหนึ่งของจังหวัดเลยที่ตั้งและอาณาเขต ที่ตั้งและอาณาเขต. อำเภอนาแห้วตั้งอยู่ทางทิศตะวันตกสุดของจังหวัด มีอาณาเขตติดต่อกับอำเภอข้า
query-008,ตำบลนาวง ตั้งอยู่ในจังหวัดไหน?,จังหวัดตรัง,4,ChromaDB,doc-09185,3995,iapp_wiki_qa_squad,0.49544787406921387,distance,ที่หยุดรถไฟหนองมงคล (อังกฤษ: Nong Mongkhon Railway Station) ตั้งอยู่ที่หมู่ 7 บ้านหนองมงคล ตำบลธงชัย อำเภอบางสะพาน จังหวัดประจวบคีรีขันธ์ อยู่ห่างจากสถานีรถไฟธน
query-008,ตำบลนาวง ตั้งอยู่ในจังหวัดไหน?,จังหวัดตรัง,5,ChromaDB,doc-09186,3996,iapp_wiki_qa_squad,0.49544787406921387,distance,ที่หยุดรถไฟหนองมงคล (อังกฤษ: Nong Mongkhon Railway Station) ตั้งอยู่ที่หมู่ 7 บ้านหนองมงคล ตำบลธงชัย อำเภอบางสะพาน จังหวัดประจวบคีรีขันธ์ อยู่ห่างจากสถานีรถไฟธน
query-009,ไนจีเรียถูกแต่งตั้งให้เป็นสมาชิกของสหประชาชาติในปี พ.ศ. 2514.,1960-10-07,1,FAISS,doc-03301,2111,thaiqa_squad,0.544087290763855,similarity,สหประชาชาติ สหประชาชาติ (; ตัวย่อ: UN) หรือ องค์การสหประชาชาติ เป็นองค์การระหว่างประเทศซึ่งมีความมุ่งหมายที่แถลงไว้เพื่ออำนวยความสะดวกแก่ความร่วมมือในกฎหมายระหว
query-009,ไนจีเรียถูกแต่งตั้งให้เป็นสมาชิกของสหประชาชาติในปี พ.ศ. 2514.,1960-10-07,2,FAISS,doc-03300,2110,thaiqa_squad,0.544087290763855,similarity,สหประชาชาติ สหประชาชาติ (; ตัวย่อ: UN) หรือ องค์การสหประชาชาติ เป็นองค์การระหว่างประเทศซึ่งมีความมุ่งหมายที่แถลงไว้เพื่ออำนวยความสะดวกแก่ความร่วมมือในกฎหมายระหว
query-009,ไนจีเรียถูกแต่งตั้งให้เป็นสมาชิกของสหประชาชาติในปี พ.ศ. 2514.,1960-10-07,3,FAISS,doc-06380,1190,iapp_wiki_qa_squad,0.5411027073860168,similarity,การขยายตัวของสมาคมประชาชาติแห่งเอเชียตะวันออกเฉียงใต้ เป็นกระบวนการซึ่งขยายสมาคมประชาชาติแห่งเอเชียตะวันออกเฉียงใต้ โดยการรับรัฐสมาชิกใหม่เข้ามา กระบวนการดังกล่
query-009,ไนจีเรียถูกแต่งตั้งให้เป็นสมาชิกของสหประชาชาติในปี พ.ศ. 2514.,1960-10-07,4,FAISS,doc-06379,1189,iapp_wiki_qa_squad,0.5411027073860168,similarity,การขยายตัวของสมาคมประชาชาติแห่งเอเชียตะวันออกเฉียงใต้ เป็นกระบวนการซึ่งขยายสมาคมประชาชาติแห่งเอเชียตะวันออกเฉียงใต้ โดยการรับรัฐสมาชิกใหม่เข้ามา กระบวนการดังกล่
query-009,ไนจีเรียถูกแต่งตั้งให้เป็นสมาชิกของสหประชาชาติในปี พ.ศ. 2514.,1960-10-07,5,FAISS,doc-06378,1188,iapp_wiki_qa_squad,0.5411027073860168,similarity,การขยายตัวของสมาคมประชาชาติแห่งเอเชียตะวันออกเฉียงใต้ เป็นกระบวนการซึ่งขยายสมาคมประชาชาติแห่งเอเชียตะวันออกเฉียงใต้ โดยการรับรัฐสมาชิกใหม่เข้ามา กระบวนการดังกล่
query-009,ไนจีเรียถูกแต่งตั้งให้เป็นสมาชิกของสหประชาชาติในปี พ.ศ. 2514.,1960-10-07,1,ChromaDB,doc-03300,2110,thaiqa_squad,0.45591288805007935,distance,สหประชาชาติ สหประชาชาติ (; ตัวย่อ: UN) หรือ องค์การสหประชาชาติ เป็นองค์การระหว่างประเทศซึ่งมีความมุ่งหมายที่แถลงไว้เพื่ออำนวยความสะดวกแก่ความร่วมมือในกฎหมายระหว
query-009,ไนจีเรียถูกแต่งตั้งให้เป็นสมาชิกของสหประชาชาติในปี พ.ศ. 2514.,1960-10-07,2,ChromaDB,doc-03301,2111,thaiqa_squad,0.45591288805007935,distance,สหประชาชาติ สหประชาชาติ (; ตัวย่อ: UN) หรือ องค์การสหประชาชาติ เป็นองค์การระหว่างประเทศซึ่งมีความมุ่งหมายที่แถลงไว้เพื่ออำนวยความสะดวกแก่ความร่วมมือในกฎหมายระหว
query-009,ไนจีเรียถูกแต่งตั้งให้เป็นสมาชิกของสหประชาชาติในปี พ.ศ. 2514.,1960-10-07,3,ChromaDB,doc-06379,1189,iapp_wiki_qa_squad,0.4588976502418518,distance,การขยายตัวของสมาคมประชาชาติแห่งเอเชียตะวันออกเฉียงใต้ เป็นกระบวนการซึ่งขยายสมาคมประชาชาติแห่งเอเชียตะวันออกเฉียงใต้ โดยการรับรัฐสมาชิกใหม่เข้ามา กระบวนการดังกล่
query-009,ไนจีเรียถูกแต่งตั้งให้เป็นสมาชิกของสหประชาชาติในปี พ.ศ. 2514.,1960-10-07,4,ChromaDB,doc-06380,1190,iapp_wiki_qa_squad,0.4588976502418518,distance,การขยายตัวของสมาคมประชาชาติแห่งเอเชียตะวันออกเฉียงใต้ เป็นกระบวนการซึ่งขยายสมาคมประชาชาติแห่งเอเชียตะวันออกเฉียงใต้ โดยการรับรัฐสมาชิกใหม่เข้ามา กระบวนการดังกล่
query-009,ไนจีเรียถูกแต่งตั้งให้เป็นสมาชิกของสหประชาชาติในปี พ.ศ. 2514.,1960-10-07,5,ChromaDB,doc-06381,1191,iapp_wiki_qa_squad,0.4588976502418518,distance,การขยายตัวของสมาคมประชาชาติแห่งเอเชียตะวันออกเฉียงใต้ เป็นกระบวนการซึ่งขยายสมาคมประชาชาติแห่งเอเชียตะวันออกเฉียงใต้ โดยการรับรัฐสมาชิกใหม่เข้ามา กระบวนการดังกล่
query-010,เหง้าใต้ดินของกระชายจะเป็นส่วนของพืชที่ทำหน้าที่เก็บ养分และต้านทานโรคภัยจากฝูงสัตว์ที่อาจทำลายพืช,สะสมอาหาร,1,FAISS,doc-08902,3712,iapp_wiki_qa_squad,0.5562489032745361,similarity,หญ้าคา ชื่อวิทยาศาสตร์ : Imperata cylindrica  Beauv. วงศ์ : Gramineae ลักษณะ : ไม้ล้มลุก สูง 0.3-0.9 เมตร มีเหง้าใต้ดิน รูปร่างยาวและแข็ง ใบ  เดี่ยว แทงออกจากเห
query-010,เหง้าใต้ดินของกระชายจะเป็นส่วนของพืชที่ทำหน้าที่เก็บ养分และต้านทานโรคภัยจากฝูงสัตว์ที่อาจทำลายพืช,สะสมอาหาร,2,FAISS,doc-08901,3711,iapp_wiki_qa_squad,0.5562489032745361,similarity,หญ้าคา ชื่อวิทยาศาสตร์ : Imperata cylindrica  Beauv. วงศ์ : Gramineae ลักษณะ : ไม้ล้มลุก สูง 0.3-0.9 เมตร มีเหง้าใต้ดิน รูปร่างยาวและแข็ง ใบ  เดี่ยว แทงออกจากเห
query-010,เหง้าใต้ดินของกระชายจะเป็นส่วนของพืชที่ทำหน้าที่เก็บ养分และต้านทานโรคภัยจากฝูงสัตว์ที่อาจทำลายพืช,สะสมอาหาร,3,FAISS,doc-08900,3710,iapp_wiki_qa_squad,0.5562489032745361,similarity,หญ้าคา ชื่อวิทยาศาสตร์ : Imperata cylindrica  Beauv. วงศ์ : Gramineae ลักษณะ : ไม้ล้มลุก สูง 0.3-0.9 เมตร มีเหง้าใต้ดิน รูปร่างยาวและแข็ง ใบ  เดี่ยว แทงออกจากเห
query-010,เหง้าใต้ดินของกระชายจะเป็นส่วนของพืชที่ทำหน้าที่เก็บ养分และต้านทานโรคภัยจากฝูงสัตว์ที่อาจทำลายพืช,สะสมอาหาร,4,FAISS,doc-08899,3709,iapp_wiki_qa_squad,0.5562489032745361,similarity,หญ้าคา ชื่อวิทยาศาสตร์ : Imperata cylindrica  Beauv. วงศ์ : Gramineae ลักษณะ : ไม้ล้มลุก สูง 0.3-0.9 เมตร มีเหง้าใต้ดิน รูปร่างยาวและแข็ง ใบ  เดี่ยว แทงออกจากเห
query-010,เหง้าใต้ดินของกระชายจะเป็นส่วนของพืชที่ทำหน้าที่เก็บ养分และต้านทานโรคภัยจากฝูงสัตว์ที่อาจทำลายพืช,สะสมอาหาร,5,FAISS,doc-09513,4323,iapp_wiki_qa_squad,0.5244251489639282,similarity,ต้นขมิ้นชัน  ชื่อวิทยาศาสตร์ :   Curcuma longa L. วงศ์ :  Zingiberaceaeชื่อสามัญ :   Turmaricชื่ออื่น :   ขมิ้น  ขมิ้นแกง  ขมิ้นหยอก  ขมิ้นหัว  ขี้มิ้น  หมิ้นลั
query-010,เหง้าใต้ดินของกระชายจะเป็นส่วนของพืชที่ทำหน้าที่เก็บ养分และต้านทานโรคภัยจากฝูงสัตว์ที่อาจทำลายพืช,สะสมอาหาร,1,ChromaDB,doc-08899,3709,iapp_wiki_qa_squad,0.44375109672546387,distance,หญ้าคา ชื่อวิทยาศาสตร์ : Imperata cylindrica  Beauv. วงศ์ : Gramineae ลักษณะ : ไม้ล้มลุก สูง 0.3-0.9 เมตร มีเหง้าใต้ดิน รูปร่างยาวและแข็ง ใบ  เดี่ยว แทงออกจากเห
query-010,เหง้าใต้ดินของกระชายจะเป็นส่วนของพืชที่ทำหน้าที่เก็บ养分และต้านทานโรคภัยจากฝูงสัตว์ที่อาจทำลายพืช,สะสมอาหาร,2,ChromaDB,doc-08900,3710,iapp_wiki_qa_squad,0.44375109672546387,distance,หญ้าคา ชื่อวิทยาศาสตร์ : Imperata cylindrica  Beauv. วงศ์ : Gramineae ลักษณะ : ไม้ล้มลุก สูง 0.3-0.9 เมตร มีเหง้าใต้ดิน รูปร่างยาวและแข็ง ใบ  เดี่ยว แทงออกจากเห
query-010,เหง้าใต้ดินของกระชายจะเป็นส่วนของพืชที่ทำหน้าที่เก็บ养分และต้านทานโรคภัยจากฝูงสัตว์ที่อาจทำลายพืช,สะสมอาหาร,3,ChromaDB,doc-08901,3711,iapp_wiki_qa_squad,0.44375109672546387,distance,หญ้าคา ชื่อวิทยาศาสตร์ : Imperata cylindrica  Beauv. วงศ์ : Gramineae ลักษณะ : ไม้ล้มลุก สูง 0.3-0.9 เมตร มีเหง้าใต้ดิน รูปร่างยาวและแข็ง ใบ  เดี่ยว แทงออกจากเห
query-010,เหง้าใต้ดินของกระชายจะเป็นส่วนของพืชที่ทำหน้าที่เก็บ养分และต้านทานโรคภัยจากฝูงสัตว์ที่อาจทำลายพืช,สะสมอาหาร,4,ChromaDB,doc-08902,3712,iapp_wiki_qa_squad,0.44375109672546387,distance,หญ้าคา ชื่อวิทยาศาสตร์ : Imperata cylindrica  Beauv. วงศ์ : Gramineae ลักษณะ : ไม้ล้มลุก สูง 0.3-0.9 เมตร มีเหง้าใต้ดิน รูปร่างยาวและแข็ง ใบ  เดี่ยว แทงออกจากเห
